Species,decimalLongitude,decimalLatitude
Vitellaria paradoxa C.F.Gaertn.,3.078537,11.127569
Vitellaria paradoxa C.F.Gaertn.,3.008516,11.084611
Vitellaria paradoxa C.F.Gaertn.,3.00759,11.050082
Vitellaria paradoxa C.F.Gaertn.,3.079535,11.128699
Vitellaria paradoxa C.F.Gaertn.,3.076759,11.122785
Vitellaria paradoxa C.F.Gaertn.,3.009476,11.048662
Vitellaria paradoxa C.F.Gaertn.,3.006949,11.047748
Vitellaria paradoxa C.F.Gaertn.,3.024483,11.183741
Vitellaria paradoxa C.F.Gaertn.,3.026672,11.186824
Vitellaria paradoxa C.F.Gaertn.,3.027579,11.188561
Vitellaria paradoxa C.F.Gaertn.,3.004021,11.164342
Vitellaria paradoxa C.F.Gaertn.,3.006118,11.165301
Vitellaria paradoxa C.F.Gaertn.,3.008398,11.166142
Vitellaria paradoxa C.F.Gaertn.,3.008508,11.167218
Vitellaria paradoxa C.F.Gaertn.,3.010212,11.167064
Vitellaria paradoxa C.F.Gaertn.,3.010212,11.167064
Vitellaria paradoxa C.F.Gaertn.,3.008508,11.167218
Vitellaria paradoxa C.F.Gaertn.,3.006118,11.165301
Vitellaria paradoxa C.F.Gaertn.,3.008398,11.166142
Vitellaria paradoxa C.F.Gaertn.,3.004021,11.164342
Vitellaria paradoxa C.F.Gaertn.,3.026672,11.186824
Vitellaria paradoxa C.F.Gaertn.,3.027579,11.188561
Vitellaria paradoxa C.F.Gaertn.,3.024483,11.183741
Vitellaria paradoxa C.F.Gaertn.,3.076759,11.122785
Vitellaria paradoxa C.F.Gaertn.,3.079535,11.128699
Vitellaria paradoxa C.F.Gaertn.,3.078793,11.12528
Vitellaria paradoxa C.F.Gaertn.,3.078537,11.127569
Vitellaria paradoxa C.F.Gaertn.,4.075,7.806667
Vitellaria paradoxa C.F.Gaertn.,4.090278,7.799167
Vitellaria paradoxa C.F.Gaertn.,4.079444,7.791111
Vitellaria paradoxa C.F.Gaertn.,4.116667,7.783333
Vitellaria paradoxa C.F.Gaertn.,4.116667,7.783333
Vitellaria paradoxa C.F.Gaertn.,3.381667,10.29
Vitellaria paradoxa C.F.Gaertn.,3.7,10.9333
Vitellaria paradoxa C.F.Gaertn.,3.083134,10.733194
Vitellaria paradoxa C.F.Gaertn.,3.16559,10.712024
Vitellaria paradoxa C.F.Gaertn.,3.187737,10.724131
Vitellaria paradoxa C.F.Gaertn.,3.128283,10.875279
Vitellaria paradoxa C.F.Gaertn.,3.000064,10.725336
Vitellaria paradoxa C.F.Gaertn.,3.126658,10.905008
Vitellaria paradoxa C.F.Gaertn.,3.011835,10.732689
Vitellaria paradoxa C.F.Gaertn.,3.049976,10.810637
Vitellaria paradoxa C.F.Gaertn.,3.089148,10.717907
Vitellaria paradoxa C.F.Gaertn.,3.086056,10.844698
Vitellaria paradoxa C.F.Gaertn.,3.054956,10.778936
Vitellaria paradoxa C.F.Gaertn.,3.158217,10.744415
Vitellaria paradoxa C.F.Gaertn.,3.124754,10.815897
Vitellaria paradoxa C.F.Gaertn.,3.018661,10.792877
Vitellaria paradoxa C.F.Gaertn.,3.018661,10.792877
Vitellaria paradoxa C.F.Gaertn.,3.149725,10.789396
Vitellaria paradoxa C.F.Gaertn.,3.019561,10.852912
Vitellaria paradoxa C.F.Gaertn.,3.124425,10.817245
Vitellaria paradoxa C.F.Gaertn.,3.119605,10.795649
Vitellaria paradoxa C.F.Gaertn.,3.041936,10.752448
Vitellaria paradoxa C.F.Gaertn.,3.109804,10.862181
Vitellaria paradoxa C.F.Gaertn.,3.080794,10.873324
Vitellaria paradoxa C.F.Gaertn.,3.023721,10.930627
Vitellaria paradoxa C.F.Gaertn.,3.159854,10.863941
Vitellaria paradoxa C.F.Gaertn.,3.046613,12.107295
Vitellaria paradoxa C.F.Gaertn.,3.125149,11.559413
Vitellaria paradoxa C.F.Gaertn.,3.125149,11.559413
Vitellaria paradoxa C.F.Gaertn.,3.206969,11.710523
Vitellaria paradoxa C.F.Gaertn.,3.185204,11.643562
Vitellaria paradoxa C.F.Gaertn.,3.100008,11.502724
Vitellaria paradoxa C.F.Gaertn.,3.100008,11.502724
Vitellaria paradoxa C.F.Gaertn.,3.185204,11.643562
Vitellaria paradoxa C.F.Gaertn.,3.206969,11.710523
Vitellaria paradoxa C.F.Gaertn.,3.043759,10.057199
Vitellaria paradoxa C.F.Gaertn.,3.044288,10.050099
Vitellaria paradoxa C.F.Gaertn.,3.045065,10.058963
Vitellaria paradoxa C.F.Gaertn.,3.047847,10.048281
Vitellaria paradoxa C.F.Gaertn.,3.043759,10.057199
Vitellaria paradoxa C.F.Gaertn.,3.044288,10.050099
Vitellaria paradoxa C.F.Gaertn.,3.045065,10.058963
Vitellaria paradoxa C.F.Gaertn.,3.047847,10.048281
Vitellaria paradoxa C.F.Gaertn.,3.3817,10.2901
Vitellaria paradoxa C.F.Gaertn.,3.032657,9.592031
Vitellaria paradoxa C.F.Gaertn.,3.029735,9.591168
Vitellaria paradoxa C.F.Gaertn.,3.02059,9.737858
Vitellaria paradoxa C.F.Gaertn.,3.025038,9.589429
Vitellaria paradoxa C.F.Gaertn.,3.033147,9.592087
Vitellaria paradoxa C.F.Gaertn.,3.025246,9.589475
Vitellaria paradoxa C.F.Gaertn.,3.026508,9.589626
Vitellaria paradoxa C.F.Gaertn.,3.024839,9.589247
Vitellaria paradoxa C.F.Gaertn.,3.059452,9.737175
Vitellaria paradoxa C.F.Gaertn.,3.02411,9.591649
Vitellaria paradoxa C.F.Gaertn.,3.020681,9.582583
Vitellaria paradoxa C.F.Gaertn.,3.020873,9.582241
Vitellaria paradoxa C.F.Gaertn.,3.018199,9.835764
Vitellaria paradoxa C.F.Gaertn.,3.143266,9.706227
Vitellaria paradoxa C.F.Gaertn.,3.143231,9.836827
Vitellaria paradoxa C.F.Gaertn.,3.144422,9.836877
Vitellaria paradoxa C.F.Gaertn.,3.150325,9.836025
Vitellaria paradoxa C.F.Gaertn.,3.150906,9.836254
Vitellaria paradoxa C.F.Gaertn.,3.152667,9.83684
Vitellaria paradoxa C.F.Gaertn.,3.019572,9.835671
Vitellaria paradoxa C.F.Gaertn.,3.019009,9.835641
Vitellaria paradoxa C.F.Gaertn.,3.021342,9.836258
Vitellaria paradoxa C.F.Gaertn.,3.017077,9.82688
Vitellaria paradoxa C.F.Gaertn.,3.026656,9.827313
Vitellaria paradoxa C.F.Gaertn.,3.028913,9.836446
Vitellaria paradoxa C.F.Gaertn.,3.024812,9.834809
Vitellaria paradoxa C.F.Gaertn.,3.028506,9.836092
Vitellaria paradoxa C.F.Gaertn.,3.027581,9.835572
Vitellaria paradoxa C.F.Gaertn.,3.142691,9.835667
Vitellaria paradoxa C.F.Gaertn.,3.141336,9.835689
Vitellaria paradoxa C.F.Gaertn.,3.152551,9.836496
Vitellaria paradoxa C.F.Gaertn.,3.0255,9.957827
Vitellaria paradoxa C.F.Gaertn.,3.403104,9.952675
Vitellaria paradoxa C.F.Gaertn.,3.401823,9.952264
Vitellaria paradoxa C.F.Gaertn.,7.114838,7.114659
Vitellaria paradoxa C.F.Gaertn.,3.020804,9.738619
Vitellaria paradoxa C.F.Gaertn.,3.021022,9.836663
Vitellaria paradoxa C.F.Gaertn.,3.061718,9.738442
Vitellaria paradoxa C.F.Gaertn.,3.059656,9.73827
Vitellaria paradoxa C.F.Gaertn.,3.061201,9.738177
Vitellaria paradoxa C.F.Gaertn.,3.022153,9.338129
Vitellaria paradoxa C.F.Gaertn.,3.035629,9.347473
Vitellaria paradoxa C.F.Gaertn.,3.02768,9.344744
Vitellaria paradoxa C.F.Gaertn.,3.022102,9.460351
Vitellaria paradoxa C.F.Gaertn.,3.027606,9.460266
Vitellaria paradoxa C.F.Gaertn.,3.028896,9.468364
Vitellaria paradoxa C.F.Gaertn.,3.030688,9.583288
Vitellaria paradoxa C.F.Gaertn.,3.02822,9.58278
Vitellaria paradoxa C.F.Gaertn.,3.026207,9.581849
Vitellaria paradoxa C.F.Gaertn.,3.025454,9.589874
Vitellaria paradoxa C.F.Gaertn.,3.03221,9.714666
Vitellaria paradoxa C.F.Gaertn.,3.140255,9.713258
Vitellaria paradoxa C.F.Gaertn.,3.142676,9.706062
Vitellaria paradoxa C.F.Gaertn.,3.151947,9.705595
Vitellaria paradoxa C.F.Gaertn.,3.020706,9.836246
Vitellaria paradoxa C.F.Gaertn.,3.017821,9.827309
Vitellaria paradoxa C.F.Gaertn.,3.021115,9.82849
Vitellaria paradoxa C.F.Gaertn.,3.01719,9.828011
Vitellaria paradoxa C.F.Gaertn.,3.026906,9.836175
Vitellaria paradoxa C.F.Gaertn.,3.029474,9.8371
Vitellaria paradoxa C.F.Gaertn.,3.150359,9.836658
Vitellaria paradoxa C.F.Gaertn.,3.151033,9.8363
Vitellaria paradoxa C.F.Gaertn.,3.154772,9.837871
Vitellaria paradoxa C.F.Gaertn.,3.016196,9.958181
Vitellaria paradoxa C.F.Gaertn.,3.020127,9.959619
Vitellaria paradoxa C.F.Gaertn.,3.145646,9.952436
Vitellaria paradoxa C.F.Gaertn.,3.020482,9.827682
Vitellaria paradoxa C.F.Gaertn.,3.020643,9.828217
Vitellaria paradoxa C.F.Gaertn.,3.143208,9.835941
Vitellaria paradoxa C.F.Gaertn.,3.15206,9.836494
Vitellaria paradoxa C.F.Gaertn.,3.151824,9.836321
Vitellaria paradoxa C.F.Gaertn.,3.150317,9.835817
Vitellaria paradoxa C.F.Gaertn.,3.148965,9.835332
Vitellaria paradoxa C.F.Gaertn.,3.150398,9.835971
Vitellaria paradoxa C.F.Gaertn.,3.150852,9.836091
Vitellaria paradoxa C.F.Gaertn.,3.022118,9.959664
Vitellaria paradoxa C.F.Gaertn.,3.017678,9.95826
Vitellaria paradoxa C.F.Gaertn.,3.023919,9.957521
Vitellaria paradoxa C.F.Gaertn.,3.392623,9.951335
Vitellaria paradoxa C.F.Gaertn.,3.400668,9.959684
Vitellaria paradoxa C.F.Gaertn.,3.397234,9.958722
Vitellaria paradoxa C.F.Gaertn.,3.061811,9.737918
Vitellaria paradoxa C.F.Gaertn.,3.060313,9.737576
Vitellaria paradoxa C.F.Gaertn.,3.027448,9.459
Vitellaria paradoxa C.F.Gaertn.,3.024009,9.591929
Vitellaria paradoxa C.F.Gaertn.,3.026355,9.581415
Vitellaria paradoxa C.F.Gaertn.,3.1423,9.704641
Vitellaria paradoxa C.F.Gaertn.,3.145838,9.70603
Vitellaria paradoxa C.F.Gaertn.,3.155071,9.70606
Vitellaria paradoxa C.F.Gaertn.,3.022436,9.345924
Vitellaria paradoxa C.F.Gaertn.,3.022118,9.337722
Vitellaria paradoxa C.F.Gaertn.,3.019064,9.336461
Vitellaria paradoxa C.F.Gaertn.,3.027851,9.336725
Vitellaria paradoxa C.F.Gaertn.,3.028041,9.336808
Vitellaria paradoxa C.F.Gaertn.,3.02747,9.336624
Vitellaria paradoxa C.F.Gaertn.,3.030108,9.337467
Vitellaria paradoxa C.F.Gaertn.,3.03144,9.337989
Vitellaria paradoxa C.F.Gaertn.,3.026709,9.336268
Vitellaria paradoxa C.F.Gaertn.,3.035393,9.34749
Vitellaria paradoxa C.F.Gaertn.,3.027588,9.344934
Vitellaria paradoxa C.F.Gaertn.,3.026092,9.344575
Vitellaria paradoxa C.F.Gaertn.,3.060382,9.738472
Vitellaria paradoxa C.F.Gaertn.,3.141778,10.082529
Vitellaria paradoxa C.F.Gaertn.,3.400226,10.573609
Vitellaria paradoxa C.F.Gaertn.,3.051584,10.025034
Vitellaria paradoxa C.F.Gaertn.,3.013656,10.481897
Vitellaria paradoxa C.F.Gaertn.,3.29997,10.205226
Vitellaria paradoxa C.F.Gaertn.,3.060611,9.73803
Vitellaria paradoxa C.F.Gaertn.,3.028039,9.337232
Vitellaria paradoxa C.F.Gaertn.,3.027914,9.336825
Vitellaria paradoxa C.F.Gaertn.,3.025793,9.344302
Vitellaria paradoxa C.F.Gaertn.,3.020716,9.582828
Vitellaria paradoxa C.F.Gaertn.,3.021478,9.583166
Vitellaria paradoxa C.F.Gaertn.,3.033734,9.584812
Vitellaria paradoxa C.F.Gaertn.,3.026812,9.582665
Vitellaria paradoxa C.F.Gaertn.,3.024692,9.581553
Vitellaria paradoxa C.F.Gaertn.,3.028302,9.590845
Vitellaria paradoxa C.F.Gaertn.,3.028419,9.591045
Vitellaria paradoxa C.F.Gaertn.,3.025807,9.589966
Vitellaria paradoxa C.F.Gaertn.,3.019606,9.712611
Vitellaria paradoxa C.F.Gaertn.,3.019673,9.714021
Vitellaria paradoxa C.F.Gaertn.,3.018232,9.836659
Vitellaria paradoxa C.F.Gaertn.,3.019242,9.83642
Vitellaria paradoxa C.F.Gaertn.,3.021993,9.837011
Vitellaria paradoxa C.F.Gaertn.,3.025654,9.83569
Vitellaria paradoxa C.F.Gaertn.,3.029406,9.836078
Vitellaria paradoxa C.F.Gaertn.,3.151992,9.837533
Vitellaria paradoxa C.F.Gaertn.,3.149142,9.836391
Vitellaria paradoxa C.F.Gaertn.,3.03037,9.960589
Vitellaria paradoxa C.F.Gaertn.,3.024332,9.958744
Vitellaria paradoxa C.F.Gaertn.,3.026551,9.958663
Vitellaria paradoxa C.F.Gaertn.,3.024834,9.958285
Vitellaria paradoxa C.F.Gaertn.,3.153324,9.951664
Vitellaria paradoxa C.F.Gaertn.,3.389619,9.959254
Vitellaria paradoxa C.F.Gaertn.,3.393592,9.952451
Vitellaria paradoxa C.F.Gaertn.,3.392111,9.951903
Vitellaria paradoxa C.F.Gaertn.,3.402092,9.953223
Vitellaria paradoxa C.F.Gaertn.,3.013111,10.481587
Vitellaria paradoxa C.F.Gaertn.,3.141628,10.081497
Vitellaria paradoxa C.F.Gaertn.,3.051497,10.024084
Vitellaria paradoxa C.F.Gaertn.,3.01801,9.835392
Vitellaria paradoxa C.F.Gaertn.,3.017659,9.826901
Vitellaria paradoxa C.F.Gaertn.,3.019809,9.827842
Vitellaria paradoxa C.F.Gaertn.,3.150735,9.836009
Vitellaria paradoxa C.F.Gaertn.,3.391613,9.951413
Vitellaria paradoxa C.F.Gaertn.,3.060505,9.737469
Vitellaria paradoxa C.F.Gaertn.,3.060358,9.737649
Vitellaria paradoxa C.F.Gaertn.,3.021914,9.459834
Vitellaria paradoxa C.F.Gaertn.,3.021914,9.459681
Vitellaria paradoxa C.F.Gaertn.,3.02849,9.467693
Vitellaria paradoxa C.F.Gaertn.,3.029484,9.582424
Vitellaria paradoxa C.F.Gaertn.,3.024621,9.581227
Vitellaria paradoxa C.F.Gaertn.,3.025321,9.581013
Vitellaria paradoxa C.F.Gaertn.,3.023841,9.580853
Vitellaria paradoxa C.F.Gaertn.,3.02785,9.590201
Vitellaria paradoxa C.F.Gaertn.,3.140031,9.712416
Vitellaria paradoxa C.F.Gaertn.,3.142672,9.704878
Vitellaria paradoxa C.F.Gaertn.,3.144151,9.705363
Vitellaria paradoxa C.F.Gaertn.,3.147589,9.70668
Vitellaria paradoxa C.F.Gaertn.,3.1333,9.8333
Vitellaria paradoxa C.F.Gaertn.,3.060875,9.737977
Vitellaria paradoxa C.F.Gaertn.,3.027361,9.336588
Vitellaria paradoxa C.F.Gaertn.,3.022329,9.460424
Vitellaria paradoxa C.F.Gaertn.,3.024461,9.59232
Vitellaria paradoxa C.F.Gaertn.,3.032909,9.59252
Vitellaria paradoxa C.F.Gaertn.,3.033406,9.59311
Vitellaria paradoxa C.F.Gaertn.,3.019954,9.71405
Vitellaria paradoxa C.F.Gaertn.,3.017522,9.713415
Vitellaria paradoxa C.F.Gaertn.,3.139868,9.712488
Vitellaria paradoxa C.F.Gaertn.,3.143477,9.714267
Vitellaria paradoxa C.F.Gaertn.,3.145835,9.715316
Vitellaria paradoxa C.F.Gaertn.,3.143369,9.705333
Vitellaria paradoxa C.F.Gaertn.,3.143512,9.706021
Vitellaria paradoxa C.F.Gaertn.,3.146133,9.707126
Vitellaria paradoxa C.F.Gaertn.,3.144875,9.705981
Vitellaria paradoxa C.F.Gaertn.,3.147868,9.707468
Vitellaria paradoxa C.F.Gaertn.,3.155613,9.706849
Vitellaria paradoxa C.F.Gaertn.,3.150469,9.713338
Vitellaria paradoxa C.F.Gaertn.,3.01871,9.827738
Vitellaria paradoxa C.F.Gaertn.,3.020534,9.82837
Vitellaria paradoxa C.F.Gaertn.,3.021251,9.828644
Vitellaria paradoxa C.F.Gaertn.,3.029466,9.836874
Vitellaria paradoxa C.F.Gaertn.,3.142071,9.836162
Vitellaria paradoxa C.F.Gaertn.,3.152176,9.836856
Vitellaria paradoxa C.F.Gaertn.,3.403784,9.953157
Vitellaria paradoxa C.F.Gaertn.,3.400882,9.960688
Vitellaria paradoxa C.F.Gaertn.,3.397815,9.958959
Vitellaria paradoxa C.F.Gaertn.,3.399962,10.328141
Vitellaria paradoxa C.F.Gaertn.,3.399989,10.573653
Vitellaria paradoxa C.F.Gaertn.,3.299235,10.204608
Vitellaria paradoxa C.F.Gaertn.,3.142964,10.081856
Vitellaria paradoxa C.F.Gaertn.,3.017857,9.835102
Vitellaria paradoxa C.F.Gaertn.,3.020398,9.836109
Vitellaria paradoxa C.F.Gaertn.,3.017258,9.827107
Vitellaria paradoxa C.F.Gaertn.,3.026309,9.835557
Vitellaria paradoxa C.F.Gaertn.,3.016262,9.957766
Vitellaria paradoxa C.F.Gaertn.,3.019911,9.958994
Vitellaria paradoxa C.F.Gaertn.,3.029919,9.959719
Vitellaria paradoxa C.F.Gaertn.,3.024274,9.957414
Vitellaria paradoxa C.F.Gaertn.,3.13884,9.949151
Vitellaria paradoxa C.F.Gaertn.,3.144188,9.95111
Vitellaria paradoxa C.F.Gaertn.,3.145159,9.951466
Vitellaria paradoxa C.F.Gaertn.,3.152454,9.950964
Vitellaria paradoxa C.F.Gaertn.,3.389176,9.958737
Vitellaria paradoxa C.F.Gaertn.,3.391931,9.951504
Vitellaria paradoxa C.F.Gaertn.,3.058915,9.737254
Vitellaria paradoxa C.F.Gaertn.,3.062209,9.738272
Vitellaria paradoxa C.F.Gaertn.,3.060449,9.737649
Vitellaria paradoxa C.F.Gaertn.,3.033365,9.583951
Vitellaria paradoxa C.F.Gaertn.,3.025809,9.581531
Vitellaria paradoxa C.F.Gaertn.,3.02794,9.5905
Vitellaria paradoxa C.F.Gaertn.,3.019931,9.713164
Vitellaria paradoxa C.F.Gaertn.,3.017463,9.712357
Vitellaria paradoxa C.F.Gaertn.,3.031774,9.714474
Vitellaria paradoxa C.F.Gaertn.,3.143525,9.713543
Vitellaria paradoxa C.F.Gaertn.,3.142246,9.704623
Vitellaria paradoxa C.F.Gaertn.,3.151113,9.705013
Vitellaria paradoxa C.F.Gaertn.,3.132221,12.04603
Vitellaria paradoxa C.F.Gaertn.,3.1833,12.0666
Vitellaria paradoxa C.F.Gaertn.,3.400451,10.328902
Vitellaria paradoxa C.F.Gaertn.,3.135353,9.714232
Vitellaria paradoxa C.F.Gaertn.,3.063644,9.73845
Vitellaria paradoxa C.F.Gaertn.,3.060575,9.738011
Vitellaria paradoxa C.F.Gaertn.,3.062924,9.738962
Vitellaria paradoxa C.F.Gaertn.,3.022806,9.346577
Vitellaria paradoxa C.F.Gaertn.,3.0199,9.336302
Vitellaria paradoxa C.F.Gaertn.,3.030342,9.338038
Vitellaria paradoxa C.F.Gaertn.,3.031767,9.338117
Vitellaria paradoxa C.F.Gaertn.,3.026553,9.336575
Vitellaria paradoxa C.F.Gaertn.,3.024243,9.592382
Vitellaria paradoxa C.F.Gaertn.,3.023537,9.591864
Vitellaria paradoxa C.F.Gaertn.,3.026071,9.581821
Vitellaria paradoxa C.F.Gaertn.,3.0199,10.491593
Vitellaria paradoxa C.F.Gaertn.,3.029795,9.592
Vitellaria paradoxa C.F.Gaertn.,3.025562,9.590019
Vitellaria paradoxa C.F.Gaertn.,3.027532,9.590363
Vitellaria paradoxa C.F.Gaertn.,3.026952,9.828146
Vitellaria paradoxa C.F.Gaertn.,3.022289,9.959991
Vitellaria paradoxa C.F.Gaertn.,3.017714,9.958396
Vitellaria paradoxa C.F.Gaertn.,3.139419,9.950022
Vitellaria paradoxa C.F.Gaertn.,3.14464,9.951654
Vitellaria paradoxa C.F.Gaertn.,3.392519,9.952257
Vitellaria paradoxa C.F.Gaertn.,3.154538,9.837273
Vitellaria paradoxa C.F.Gaertn.,3.05994,9.737674
Vitellaria paradoxa C.F.Gaertn.,3.027408,9.581601
Vitellaria paradoxa C.F.Gaertn.,3.018298,9.712623
Vitellaria paradoxa C.F.Gaertn.,3.018933,9.712815
Vitellaria paradoxa C.F.Gaertn.,3.139941,9.712308
Vitellaria paradoxa C.F.Gaertn.,3.145531,9.714149
Vitellaria paradoxa C.F.Gaertn.,3.142481,9.704787
Vitellaria paradoxa C.F.Gaertn.,3.150461,9.713139
Vitellaria paradoxa C.F.Gaertn.,3.381188,10.027574
Vitellaria paradoxa C.F.Gaertn.,3.383164,10.031072
Vitellaria paradoxa C.F.Gaertn.,3.383417,10.036183
Vitellaria paradoxa C.F.Gaertn.,3.378829,10.036834
Vitellaria paradoxa C.F.Gaertn.,3.378521,10.036056
Vitellaria paradoxa C.F.Gaertn.,3.379069,10.036167
Vitellaria paradoxa C.F.Gaertn.,3.374796,10.023308
Vitellaria paradoxa C.F.Gaertn.,3.380601,10.027854
Vitellaria paradoxa C.F.Gaertn.,3.374125,10.022495
Vitellaria paradoxa C.F.Gaertn.,3.373717,10.02186
Vitellaria paradoxa C.F.Gaertn.,3.378974,10.035893
Vitellaria paradoxa C.F.Gaertn.,3.382743,10.036852
Vitellaria paradoxa C.F.Gaertn.,3.378945,10.036423
Vitellaria paradoxa C.F.Gaertn.,3.379206,10.037005
Vitellaria paradoxa C.F.Gaertn.,3.381974,10.037011
Vitellaria paradoxa C.F.Gaertn.,3.382223,10.036728
Vitellaria paradoxa C.F.Gaertn.,3.38027,10.026656
Vitellaria paradoxa C.F.Gaertn.,3.378466,10.037309
Vitellaria paradoxa C.F.Gaertn.,3.379114,10.025891
Vitellaria paradoxa C.F.Gaertn.,3.379605,10.027101
Vitellaria paradoxa C.F.Gaertn.,3.379432,10.026737
Vitellaria paradoxa C.F.Gaertn.,3.3811,10.02669
Vitellaria paradoxa C.F.Gaertn.,3.380056,10.025915
Vitellaria paradoxa C.F.Gaertn.,3.376995,10.034948
Vitellaria paradoxa C.F.Gaertn.,3.383546,10.034997
Vitellaria paradoxa C.F.Gaertn.,3.383259,10.031419
Vitellaria paradoxa C.F.Gaertn.,3.377428,10.034753
Vitellaria paradoxa C.F.Gaertn.,3.379867,10.01694
Vitellaria paradoxa C.F.Gaertn.,3.37932,10.017334
Vitellaria paradoxa C.F.Gaertn.,3.384107,10.035096
Vitellaria paradoxa C.F.Gaertn.,3.380376,10.021
Vitellaria paradoxa C.F.Gaertn.,3.383029,10.036541
Vitellaria paradoxa C.F.Gaertn.,3.382892,10.035445
Vitellaria paradoxa C.F.Gaertn.,3.383484,10.035606
Vitellaria paradoxa C.F.Gaertn.,3.382941,10.036019
Vitellaria paradoxa C.F.Gaertn.,3.381551,10.0277
Vitellaria paradoxa C.F.Gaertn.,3.37783,10.035849
Vitellaria paradoxa C.F.Gaertn.,3.375449,10.023226
Vitellaria paradoxa C.F.Gaertn.,3.380544,10.027411
Vitellaria paradoxa C.F.Gaertn.,3.374572,10.022322
Vitellaria paradoxa C.F.Gaertn.,3.372755,10.02114
Vitellaria paradoxa C.F.Gaertn.,3.381276,10.028436
Vitellaria paradoxa C.F.Gaertn.,3.373146,10.020978
Vitellaria paradoxa C.F.Gaertn.,3.372207,10.021059
Vitellaria paradoxa C.F.Gaertn.,3.373808,10.02215
Vitellaria paradoxa C.F.Gaertn.,3.382554,10.036512
Vitellaria paradoxa C.F.Gaertn.,3.37841,10.036108
Vitellaria paradoxa C.F.Gaertn.,3.379207,10.037104
Vitellaria paradoxa C.F.Gaertn.,3.381634,10.036975
Vitellaria paradoxa C.F.Gaertn.,3.381825,10.03683
Vitellaria paradoxa C.F.Gaertn.,3.38198,10.036396
Vitellaria paradoxa C.F.Gaertn.,3.379565,10.026396
Vitellaria paradoxa C.F.Gaertn.,3.380071,10.026929
Vitellaria paradoxa C.F.Gaertn.,3.380892,10.026928
Vitellaria paradoxa C.F.Gaertn.,3.379755,10.025878
Vitellaria paradoxa C.F.Gaertn.,3.384521,10.033746
Vitellaria paradoxa C.F.Gaertn.,3.380266,10.028784
Vitellaria paradoxa C.F.Gaertn.,3.384714,10.03305
Vitellaria paradoxa C.F.Gaertn.,3.382555,10.031688
Vitellaria paradoxa C.F.Gaertn.,3.381746,10.031738
Vitellaria paradoxa C.F.Gaertn.,3.382184,10.031008
Vitellaria paradoxa C.F.Gaertn.,3.379803,10.016519
Vitellaria paradoxa C.F.Gaertn.,3.102136,10.192808
Vitellaria paradoxa C.F.Gaertn.,3.10198,10.192374
Vitellaria paradoxa C.F.Gaertn.,3.102509,10.191379
Vitellaria paradoxa C.F.Gaertn.,3.1025,10.191352
Vitellaria paradoxa C.F.Gaertn.,3.101551,10.19242
Vitellaria paradoxa C.F.Gaertn.,3.102564,10.191623
Vitellaria paradoxa C.F.Gaertn.,3.102767,10.198633
Vitellaria paradoxa C.F.Gaertn.,3.10271,10.191442
Vitellaria paradoxa C.F.Gaertn.,3.092677,10.193553
Vitellaria paradoxa C.F.Gaertn.,3.097936,10.194347
Vitellaria paradoxa C.F.Gaertn.,3.102493,10.198262
Vitellaria paradoxa C.F.Gaertn.,3.097343,10.193615
Vitellaria paradoxa C.F.Gaertn.,3.097909,10.194175
Vitellaria paradoxa C.F.Gaertn.,3.106966,10.194299
Vitellaria paradoxa C.F.Gaertn.,3.098,10.194293
Vitellaria paradoxa C.F.Gaertn.,3.096585,10.193941
Vitellaria paradoxa C.F.Gaertn.,3.098073,10.194202
Vitellaria paradoxa C.F.Gaertn.,3.098146,10.194257
Vitellaria paradoxa C.F.Gaertn.,3.097909,10.194175
Vitellaria paradoxa C.F.Gaertn.,3.106966,10.194299
Vitellaria paradoxa C.F.Gaertn.,3.098,10.194293
Vitellaria paradoxa C.F.Gaertn.,3.096585,10.193941
Vitellaria paradoxa C.F.Gaertn.,3.098073,10.194202
Vitellaria paradoxa C.F.Gaertn.,3.098146,10.194257
Vitellaria paradoxa C.F.Gaertn.,3.092677,10.193553
Vitellaria paradoxa C.F.Gaertn.,3.097936,10.194347
Vitellaria paradoxa C.F.Gaertn.,3.102493,10.198262
Vitellaria paradoxa C.F.Gaertn.,3.097343,10.193615
Vitellaria paradoxa C.F.Gaertn.,3.102767,10.198633
Vitellaria paradoxa C.F.Gaertn.,3.10271,10.191442
Vitellaria paradoxa C.F.Gaertn.,3.102509,10.191379
Vitellaria paradoxa C.F.Gaertn.,3.1025,10.191352
Vitellaria paradoxa C.F.Gaertn.,3.101551,10.19242
Vitellaria paradoxa C.F.Gaertn.,3.102564,10.191623
Vitellaria paradoxa C.F.Gaertn.,3.102136,10.192808
Vitellaria paradoxa C.F.Gaertn.,3.10198,10.192374
Vitellaria paradoxa C.F.Gaertn.,3.242022,11.952394
Vitellaria paradoxa C.F.Gaertn.,3.241161,11.944871
Vitellaria paradoxa C.F.Gaertn.,3.380267,10.028785
Vitellaria paradoxa C.F.Gaertn.,3.380072,10.02693
Vitellaria paradoxa C.F.Gaertn.,3.380893,10.026929
Vitellaria paradoxa C.F.Gaertn.,3.379756,10.025879
Vitellaria paradoxa C.F.Gaertn.,3.380271,10.026657
Vitellaria paradoxa C.F.Gaertn.,3.380057,10.025916
Vitellaria paradoxa C.F.Gaertn.,3.379115,10.025892
Vitellaria paradoxa C.F.Gaertn.,3.381101,10.026691
Vitellaria paradoxa C.F.Gaertn.,3.379433,10.026738
Vitellaria paradoxa C.F.Gaertn.,3.379566,10.026397
