Species,decimalLongitude,decimalLatitude
Vitellaria paradoxa C.F.Gaertn.,3.09516,9.76199
Vitellaria paradoxa C.F.Gaertn.,3.09716,9.76265
Vitellaria paradoxa C.F.Gaertn.,3.09803,9.76301
Vitellaria paradoxa C.F.Gaertn.,3.10726,9.77216
Vitellaria paradoxa C.F.Gaertn.,3.23087,9.77071
Vitellaria paradoxa C.F.Gaertn.,3.24242,9.77137
Vitellaria paradoxa C.F.Gaertn.,3.51925,9.89891
Vitellaria paradoxa C.F.Gaertn.,3.51702,9.90709
Vitellaria paradoxa C.F.Gaertn.,3.51291,9.90571
Vitellaria paradoxa C.F.Gaertn.,3.017317,12.198992
Vitellaria paradoxa C.F.Gaertn.,3.049934,12.1513
Vitellaria paradoxa C.F.Gaertn.,3.060107,12.152018
Vitellaria paradoxa C.F.Gaertn.,3.088408,12.135406
Vitellaria paradoxa C.F.Gaertn.,4.02669,10.50835
Vitellaria paradoxa C.F.Gaertn.,4.07609,10.41965
Vitellaria paradoxa C.F.Gaertn.,4.06973,10.33262
Vitellaria paradoxa C.F.Gaertn.,4.06975,10.33274
Vitellaria paradoxa C.F.Gaertn.,4.06681,10.3281
Vitellaria paradoxa C.F.Gaertn.,4.07882,10.42296
Vitellaria paradoxa C.F.Gaertn.,4.06746,10.33651
Vitellaria paradoxa C.F.Gaertn.,4.11267,10.43918
Vitellaria paradoxa C.F.Gaertn.,4.12463,10.44154
Vitellaria paradoxa C.F.Gaertn.,4.07058,10.41894
Vitellaria paradoxa C.F.Gaertn.,3.98897,10.56405
Vitellaria paradoxa C.F.Gaertn.,4.0233,10.50567
Vitellaria paradoxa C.F.Gaertn.,4.31754,10.88451
Vitellaria paradoxa C.F.Gaertn.,4.31795,10.88429
Vitellaria paradoxa C.F.Gaertn.,4.31769,10.88414
Vitellaria paradoxa C.F.Gaertn.,4.00548,10.49293
Vitellaria paradoxa C.F.Gaertn.,4.04317,10.51825
Vitellaria paradoxa C.F.Gaertn.,3.51752,10.31397
Vitellaria paradoxa C.F.Gaertn.,3.22294,9.63553
Vitellaria paradoxa C.F.Gaertn.,3.14349,9.66355
Vitellaria paradoxa C.F.Gaertn.,3.14155,9.66289
Vitellaria paradoxa C.F.Gaertn.,3.14349,9.6635
Vitellaria paradoxa C.F.Gaertn.,3.09727,9.22924
Vitellaria paradoxa C.F.Gaertn.,3.09377,9.21905
Vitellaria paradoxa C.F.Gaertn.,3.10585,9.22002
Vitellaria paradoxa C.F.Gaertn.,3.10716,9.22043
Vitellaria paradoxa C.F.Gaertn.,3.10214,9.21875
Vitellaria paradoxa C.F.Gaertn.,3.10054,9.50165
Vitellaria paradoxa C.F.Gaertn.,3.09997,9.50142
Vitellaria paradoxa C.F.Gaertn.,3.10257,9.49021
Vitellaria paradoxa C.F.Gaertn.,3.10039,9.48949
Vitellaria paradoxa C.F.Gaertn.,3.10684,9.50078
Vitellaria paradoxa C.F.Gaertn.,3.10211,9.49915
Vitellaria paradoxa C.F.Gaertn.,3.10389,9.49973
Vitellaria paradoxa C.F.Gaertn.,3.10506,9.76241
Vitellaria paradoxa C.F.Gaertn.,3.10051,9.90856
Vitellaria paradoxa C.F.Gaertn.,3.09547,9.90689
Vitellaria paradoxa C.F.Gaertn.,3.22925,9.89679
Vitellaria paradoxa C.F.Gaertn.,3.23486,9.89865
Vitellaria paradoxa C.F.Gaertn.,3.50738,9.89808
Vitellaria paradoxa C.F.Gaertn.,6.296267,10.804743
Vitellaria paradoxa C.F.Gaertn.,3.25,11.5
Vitellaria paradoxa C.F.Gaertn.,3.25,11.1
Vitellaria paradoxa C.F.Gaertn.,3.25,10.55
Vitellaria paradoxa C.F.Gaertn.,3.23385,10.04296
Vitellaria paradoxa C.F.Gaertn.,3.947778,10.325278
Vitellaria paradoxa C.F.Gaertn.,3.072694,12.01675
Vitellaria paradoxa C.F.Gaertn.,3.072306,12.015417
Vitellaria paradoxa C.F.Gaertn.,3.07225,12.015833
Vitellaria paradoxa C.F.Gaertn.,3.022944,11.5945
Vitellaria paradoxa C.F.Gaertn.,3.006861,11.595111
Vitellaria paradoxa C.F.Gaertn.,3.0055,11.595056
Vitellaria paradoxa C.F.Gaertn.,3.003778,11.594944
Vitellaria paradoxa C.F.Gaertn.,3.002389,11.57125
Vitellaria paradoxa C.F.Gaertn.,3.002,11.569778
Vitellaria paradoxa C.F.Gaertn.,3.947778,10.325278
Vitellaria paradoxa C.F.Gaertn.,3.947778,10.325278
Vitellaria paradoxa C.F.Gaertn.,3.1523,10.9865
Vitellaria paradoxa C.F.Gaertn.,3.177604,12.037436
Vitellaria paradoxa C.F.Gaertn.,3.179429,12.044991
Vitellaria paradoxa C.F.Gaertn.,3.085667,12.101941
Vitellaria paradoxa C.F.Gaertn.,3.140155,12.097385
Vitellaria paradoxa C.F.Gaertn.,3.947778,10.325278
Vitellaria paradoxa C.F.Gaertn.,3.140706,11.98976
Vitellaria paradoxa C.F.Gaertn.,3.111844,12.005551
Vitellaria paradoxa C.F.Gaertn.,3.114491,12.030139
Vitellaria paradoxa C.F.Gaertn.,3.117135,12.015909
Vitellaria paradoxa C.F.Gaertn.,3.260051,10.162556
Vitellaria paradoxa C.F.Gaertn.,3.260051,10.162556
Vitellaria paradoxa C.F.Gaertn.,3.03772,12.200442
Vitellaria paradoxa C.F.Gaertn.,3.482666,11.566144
Vitellaria paradoxa C.F.Gaertn.,3.322017,11.8678
Vitellaria paradoxa C.F.Gaertn.,3.520033,11.60035
Vitellaria paradoxa C.F.Gaertn.,3.488159,11.673755
Vitellaria paradoxa C.F.Gaertn.,3.120117,11.813588
Vitellaria paradoxa C.F.Gaertn.,3.201656,11.899604
Vitellaria paradoxa C.F.Gaertn.,3.235474,11.759815
Vitellaria paradoxa C.F.Gaertn.,3.2902,10.2545
Vitellaria paradoxa subsp. paradoxa,3.1452,11.0383
Vitellaria paradoxa C.F.Gaertn.,3.196566,11.922153
Vitellaria paradoxa C.F.Gaertn.,3.202127,11.920911
Vitellaria paradoxa C.F.Gaertn.,3.215526,11.964948
Vitellaria paradoxa C.F.Gaertn.,3.217969,11.92148
Vitellaria paradoxa C.F.Gaertn.,3.218166,11.969326
Vitellaria paradoxa C.F.Gaertn.,3.221718,11.921546
Vitellaria paradoxa C.F.Gaertn.,3.291689,11.856282
Vitellaria paradoxa C.F.Gaertn.,3.200971,11.693398
Vitellaria paradoxa C.F.Gaertn.,3.200971,11.693398
Vitellaria paradoxa C.F.Gaertn.,3.214532,11.744664
Vitellaria paradoxa C.F.Gaertn.,3.214532,11.744664
Vitellaria paradoxa C.F.Gaertn.,3.017373,11.390977
Vitellaria paradoxa C.F.Gaertn.,3.017373,11.390977
Vitellaria paradoxa C.F.Gaertn.,3.550891,11.709158
Vitellaria paradoxa C.F.Gaertn.,3.260051,10.162556
Vitellaria paradoxa C.F.Gaertn.,3.147154,10.354499
Vitellaria paradoxa C.F.Gaertn.,3.117628,10.348926
Vitellaria paradoxa C.F.Gaertn.,3.377664,10.295278
Vitellaria paradoxa C.F.Gaertn.,3.377664,10.295278
Vitellaria paradoxa C.F.Gaertn.,3.383844,10.290887
Vitellaria paradoxa C.F.Gaertn.,3.381097,10.291225
Vitellaria paradoxa C.F.Gaertn.,3.389508,10.295616
Vitellaria paradoxa C.F.Gaertn.,3.550891,11.709158
Vitellaria paradoxa subsp. paradoxa,3.145203,11.038293
Vitellaria paradoxa C.F.Gaertn.,3.36798,10.31356
Vitellaria paradoxa C.F.Gaertn.,3.38006,10.30548
Vitellaria paradoxa C.F.Gaertn.,3.37899,10.30512
Vitellaria paradoxa C.F.Gaertn.,3.38047,10.30561
Vitellaria paradoxa C.F.Gaertn.,3.50636,10.44038
Vitellaria paradoxa C.F.Gaertn.,3.51023,10.44164
Vitellaria paradoxa C.F.Gaertn.,3.50521,10.44
Vitellaria paradoxa C.F.Gaertn.,3.50713,10.44063
Vitellaria paradoxa C.F.Gaertn.,3.53236,10.14158
Vitellaria paradoxa C.F.Gaertn.,3.53362,10.142
Vitellaria paradoxa C.F.Gaertn.,3.53458,10.14231
Vitellaria paradoxa C.F.Gaertn.,3.53801,10.14344
Vitellaria paradoxa C.F.Gaertn.,3.5334,10.14192
Vitellaria paradoxa C.F.Gaertn.,3.53379,10.14205
Vitellaria paradoxa C.F.Gaertn.,3.5288,10.14041
Vitellaria paradoxa C.F.Gaertn.,3.53373,10.14203
Vitellaria paradoxa C.F.Gaertn.,3.76384,10.64824
Vitellaria paradoxa C.F.Gaertn.,3.76272,10.64788
Vitellaria paradoxa C.F.Gaertn.,3.76275,10.64789
Vitellaria paradoxa C.F.Gaertn.,3.76566,10.64884
Vitellaria paradoxa C.F.Gaertn.,3.0473,10.65709
Vitellaria paradoxa C.F.Gaertn.,3.04678,10.65692
Vitellaria paradoxa subsp. paradoxa,3.396689,11.873038
Vitellaria paradoxa C.F.Gaertn.,3.37977,10.31442
Vitellaria paradoxa C.F.Gaertn.,3.37999,10.31449
Vitellaria paradoxa C.F.Gaertn.,3.38249,10.31531
Vitellaria paradoxa C.F.Gaertn.,3.38183,10.3151
Vitellaria paradoxa C.F.Gaertn.,3.50307,10.4393
Vitellaria paradoxa C.F.Gaertn.,3.51868,10.4414
Vitellaria paradoxa C.F.Gaertn.,3.51777,10.44111
Vitellaria paradoxa C.F.Gaertn.,3.5167,10.44076
Vitellaria paradoxa C.F.Gaertn.,3.50337,10.57498
Vitellaria paradoxa C.F.Gaertn.,3.51127,10.57757
Vitellaria paradoxa C.F.Gaertn.,3.50705,10.57619
Vitellaria paradoxa C.F.Gaertn.,3.51355,10.57531
Vitellaria paradoxa C.F.Gaertn.,3.51759,10.57663
Vitellaria paradoxa C.F.Gaertn.,3.516,10.57611
Vitellaria paradoxa C.F.Gaertn.,3.51775,10.57669
Vitellaria paradoxa C.F.Gaertn.,3.51531,10.57588
Vitellaria paradoxa C.F.Gaertn.,3.53587,10.14273
Vitellaria paradoxa C.F.Gaertn.,3.41014,10.17072
Vitellaria paradoxa C.F.Gaertn.,3.4088,10.17028
Vitellaria paradoxa C.F.Gaertn.,3.29584,10.65751
Vitellaria paradoxa C.F.Gaertn.,3.29656,10.65774
Vitellaria paradoxa C.F.Gaertn.,3.2987,10.65845
Vitellaria paradoxa C.F.Gaertn.,3.30023,10.65895
Vitellaria paradoxa C.F.Gaertn.,3.29719,10.65795
Vitellaria paradoxa C.F.Gaertn.,3.29771,10.65812
Vitellaria paradoxa C.F.Gaertn.,3.29922,10.65862
Vitellaria paradoxa C.F.Gaertn.,3.29359,10.65677
Vitellaria paradoxa C.F.Gaertn.,3.30098,10.6592
Vitellaria paradoxa C.F.Gaertn.,3.29573,10.65747
Vitellaria paradoxa C.F.Gaertn.,3.29713,10.65793
Vitellaria paradoxa C.F.Gaertn.,3.2939,10.65687
Vitellaria paradoxa C.F.Gaertn.,3.29591,11.22711
Vitellaria paradoxa C.F.Gaertn.,3.50711,10.31407
Vitellaria paradoxa C.F.Gaertn.,3.50673,10.31395
Vitellaria paradoxa C.F.Gaertn.,3.51294,10.58415
Vitellaria paradoxa C.F.Gaertn.,3.51873,10.58604
Vitellaria paradoxa C.F.Gaertn.,3.5173,10.58558
Vitellaria paradoxa C.F.Gaertn.,3.51944,10.58628
Vitellaria paradoxa C.F.Gaertn.,3.51414,10.58454
Vitellaria paradoxa C.F.Gaertn.,3.40554,10.1692
Vitellaria paradoxa C.F.Gaertn.,3.05451,10.18015
Vitellaria paradoxa C.F.Gaertn.,3.05029,10.17876
Vitellaria paradoxa C.F.Gaertn.,3.04775,10.17792
Vitellaria paradoxa C.F.Gaertn.,3.59037,10.65774
Vitellaria paradoxa C.F.Gaertn.,3.58875,10.6572
Vitellaria paradoxa C.F.Gaertn.,3.58782,10.6569
Vitellaria paradoxa C.F.Gaertn.,3.59054,10.65779
Vitellaria paradoxa C.F.Gaertn.,3.02354,9.52777
Vitellaria paradoxa C.F.Gaertn.,3.77743,10.71895
Vitellaria paradoxa C.F.Gaertn.,3.09522,9.77154
Vitellaria paradoxa C.F.Gaertn.,3.23178,9.62673
Vitellaria paradoxa C.F.Gaertn.,3.23273,9.77172
Vitellaria paradoxa C.F.Gaertn.,3.23325,9.77189
Vitellaria paradoxa C.F.Gaertn.,3.24054,9.77128
Vitellaria paradoxa C.F.Gaertn.,3.24097,9.77142
Vitellaria paradoxa C.F.Gaertn.,3.24311,9.77213
Vitellaria paradoxa C.F.Gaertn.,3.09723,10.72178
Vitellaria paradoxa C.F.Gaertn.,3.09948,10.71347
Vitellaria paradoxa C.F.Gaertn.,3.10235,10.72044
Vitellaria paradoxa C.F.Gaertn.,3.37953,10.72116
Vitellaria paradoxa C.F.Gaertn.,3.6402,10.71924
Vitellaria paradoxa C.F.Gaertn.,3.64342,10.72029
Vitellaria paradoxa C.F.Gaertn.,3.78056,10.71997
Vitellaria paradoxa C.F.Gaertn.,3.7794,10.71959
Vitellaria paradoxa C.F.Gaertn.,3.78245,10.72059
Vitellaria paradoxa C.F.Gaertn.,3.78786,10.72236
Vitellaria paradoxa C.F.Gaertn.,3.78358,10.72096
Vitellaria paradoxa C.F.Gaertn.,3.78393,10.72108
Vitellaria paradoxa C.F.Gaertn.,3.78237,10.71153
Vitellaria paradoxa C.F.Gaertn.,3.78402,10.71207
Vitellaria paradoxa C.F.Gaertn.,3.77987,10.71071
Vitellaria paradoxa C.F.Gaertn.,3.7866,10.7099
Vitellaria paradoxa C.F.Gaertn.,3.79459,10.72155
Vitellaria paradoxa C.F.Gaertn.,3.2358,11.39123
Vitellaria paradoxa C.F.Gaertn.,3.51591,11.8083
Vitellaria paradoxa C.F.Gaertn.,3.10134,11.9439
Vitellaria paradoxa C.F.Gaertn.,3.0947,11.94172
Vitellaria paradoxa C.F.Gaertn.,3.09737,11.9426
Vitellaria paradoxa C.F.Gaertn.,3.09773,11.94271
Vitellaria paradoxa C.F.Gaertn.,3.46205,10.2149
Vitellaria paradoxa C.F.Gaertn.,3.45692,10.21322
Vitellaria paradoxa C.F.Gaertn.,3.01537,10.2426
Vitellaria paradoxa C.F.Gaertn.,3.01159,10.24135
Vitellaria paradoxa C.F.Gaertn.,3.0832,10.72017
Vitellaria paradoxa C.F.Gaertn.,3.08537,10.72088
Vitellaria paradoxa C.F.Gaertn.,3.08729,10.72152
Vitellaria paradoxa C.F.Gaertn.,3.08946,10.72223
Vitellaria paradoxa C.F.Gaertn.,3.08611,10.72113
Vitellaria paradoxa C.F.Gaertn.,3.08957,10.72227
Vitellaria paradoxa C.F.Gaertn.,3.19106,10.79485
Vitellaria paradoxa C.F.Gaertn.,3.2071,10.82123
Vitellaria paradoxa C.F.Gaertn.,3.20784,10.82147
Vitellaria paradoxa C.F.Gaertn.,3.24464,11.27358
Vitellaria paradoxa C.F.Gaertn.,3.24099,11.27238
Vitellaria paradoxa C.F.Gaertn.,3.23292,11.29987
Vitellaria paradoxa C.F.Gaertn.,3.23242,11.29971
Vitellaria paradoxa C.F.Gaertn.,3.17908,11.32741
Vitellaria paradoxa C.F.Gaertn.,3.09754,9.66378
Vitellaria paradoxa C.F.Gaertn.,3.09534,10.71211
Vitellaria paradoxa C.F.Gaertn.,3.09787,9.77242
Vitellaria paradoxa C.F.Gaertn.,3.14167,9.66329
Vitellaria paradoxa C.F.Gaertn.,3.13945,9.66256
Vitellaria paradoxa C.F.Gaertn.,3.14118,9.66313
Vitellaria paradoxa C.F.Gaertn.,3.09635,9.22023
Vitellaria paradoxa C.F.Gaertn.,3.11125,9.23119
Vitellaria paradoxa C.F.Gaertn.,3.10254,9.22831
Vitellaria paradoxa C.F.Gaertn.,3.09765,9.35632
Vitellaria paradoxa C.F.Gaertn.,3.10369,9.35531
Vitellaria paradoxa C.F.Gaertn.,3.10479,9.36471
Vitellaria paradoxa C.F.Gaertn.,3.10682,9.492
Vitellaria paradoxa C.F.Gaertn.,3.10461,9.49127
Vitellaria paradoxa C.F.Gaertn.,3.1022,9.49047
Vitellaria paradoxa C.F.Gaertn.,3.10144,9.49927
Vitellaria paradoxa C.F.Gaertn.,3.10944,9.63757
Vitellaria paradoxa C.F.Gaertn.,3.22859,9.63471
Vitellaria paradoxa C.F.Gaertn.,3.23148,9.62663
Vitellaria paradoxa C.F.Gaertn.,3.24109,9.62678
Vitellaria paradoxa C.F.Gaertn.,3.09719,9.77219
Vitellaria paradoxa C.F.Gaertn.,3.09404,9.76211
Vitellaria paradoxa C.F.Gaertn.,3.09823,9.76349
Vitellaria paradoxa C.F.Gaertn.,3.09401,9.7621
Vitellaria paradoxa C.F.Gaertn.,3.10401,9.77143
Vitellaria paradoxa C.F.Gaertn.,3.10675,9.77233
Vitellaria paradoxa C.F.Gaertn.,3.24059,9.7713
Vitellaria paradoxa C.F.Gaertn.,3.241,9.77143
Vitellaria paradoxa C.F.Gaertn.,3.24511,9.77279
Vitellaria paradoxa C.F.Gaertn.,3.09362,9.90667
Vitellaria paradoxa C.F.Gaertn.,3.09767,9.90801
Vitellaria paradoxa C.F.Gaertn.,3.23553,9.89924
Vitellaria paradoxa C.F.Gaertn.,3.23207,10.03373
Vitellaria paradoxa C.F.Gaertn.,3.36896,10.04265
Vitellaria paradoxa C.F.Gaertn.,3.37131,10.04343
Vitellaria paradoxa C.F.Gaertn.,3.37024,10.04308
Vitellaria paradoxa C.F.Gaertn.,3.09679,10.16998
Vitellaria paradoxa C.F.Gaertn.,3.10504,10.16969
Vitellaria paradoxa C.F.Gaertn.,3.1051,10.16971
Vitellaria paradoxa C.F.Gaertn.,3.10814,10.17071
Vitellaria paradoxa C.F.Gaertn.,3.23132,10.17816
Vitellaria paradoxa C.F.Gaertn.,3.23209,10.17842
Vitellaria paradoxa C.F.Gaertn.,3.23236,10.17851
Vitellaria paradoxa C.F.Gaertn.,3.22847,10.16818
Vitellaria paradoxa C.F.Gaertn.,3.23184,10.16929
Vitellaria paradoxa C.F.Gaertn.,3.3748,10.17115
Vitellaria paradoxa C.F.Gaertn.,3.37143,10.17004
Vitellaria paradoxa C.F.Gaertn.,3.37716,10.16891
Vitellaria paradoxa C.F.Gaertn.,3.51023,10.17047
Vitellaria paradoxa C.F.Gaertn.,3.09559,10.44993
Vitellaria paradoxa C.F.Gaertn.,3.09674,10.45031
Vitellaria paradoxa C.F.Gaertn.,3.09268,10.44898
Vitellaria paradoxa C.F.Gaertn.,3.09846,10.45088
Vitellaria paradoxa C.F.Gaertn.,3.10727,10.44173
Vitellaria paradoxa C.F.Gaertn.,3.11061,10.44283
Vitellaria paradoxa C.F.Gaertn.,3.10222,10.44006
Vitellaria paradoxa C.F.Gaertn.,3.10793,10.44194
Vitellaria paradoxa C.F.Gaertn.,3.10184,10.43994
Vitellaria paradoxa C.F.Gaertn.,3.10784,10.44192
Vitellaria paradoxa C.F.Gaertn.,3.10028,10.43942
Vitellaria paradoxa C.F.Gaertn.,3.1076,10.44184
Vitellaria paradoxa C.F.Gaertn.,3.09612,10.58576
Vitellaria paradoxa C.F.Gaertn.,3.09988,10.587
Vitellaria paradoxa C.F.Gaertn.,3.09853,10.57751
Vitellaria paradoxa C.F.Gaertn.,3.10274,10.57588
Vitellaria paradoxa C.F.Gaertn.,3.10644,10.58615
Vitellaria paradoxa C.F.Gaertn.,3.11045,10.58747
Vitellaria paradoxa C.F.Gaertn.,3.1026,10.58488
Vitellaria paradoxa C.F.Gaertn.,3.22896,10.58428
Vitellaria paradoxa C.F.Gaertn.,3.22819,10.58403
Vitellaria paradoxa C.F.Gaertn.,3.23173,10.58519
Vitellaria paradoxa C.F.Gaertn.,3.23244,10.58543
Vitellaria paradoxa C.F.Gaertn.,3.23458,10.58613
Vitellaria paradoxa C.F.Gaertn.,3.23532,10.58637
Vitellaria paradoxa C.F.Gaertn.,3.23612,10.58664
Vitellaria paradoxa C.F.Gaertn.,3.2351,10.57726
Vitellaria paradoxa C.F.Gaertn.,3.09946,10.72251
Vitellaria paradoxa C.F.Gaertn.,3.09641,10.71246
Vitellaria paradoxa C.F.Gaertn.,3.37949,10.71211
Vitellaria paradoxa C.F.Gaertn.,3.38112,10.72168
Vitellaria paradoxa C.F.Gaertn.,3.37714,10.72038
Vitellaria paradoxa C.F.Gaertn.,3.64661,10.7123
Vitellaria paradoxa C.F.Gaertn.,3.7794,10.71959
Vitellaria paradoxa C.F.Gaertn.,3.78001,10.71979
Vitellaria paradoxa C.F.Gaertn.,3.78028,10.71988
Vitellaria paradoxa C.F.Gaertn.,3.78023,10.71986
Vitellaria paradoxa C.F.Gaertn.,3.77951,10.71963
Vitellaria paradoxa C.F.Gaertn.,3.78083,10.72006
Vitellaria paradoxa C.F.Gaertn.,3.78701,10.71305
Vitellaria paradoxa C.F.Gaertn.,3.79503,10.72169
Vitellaria paradoxa C.F.Gaertn.,3.7908,10.72031
Vitellaria paradoxa C.F.Gaertn.,3.79659,10.7222
Vitellaria paradoxa C.F.Gaertn.,3.24221,10.85688
Vitellaria paradoxa C.F.Gaertn.,3.37099,10.85698
Vitellaria paradoxa C.F.Gaertn.,3.3781,10.84725
Vitellaria paradoxa C.F.Gaertn.,3.37977,10.8478
Vitellaria paradoxa C.F.Gaertn.,3.50727,10.85646
Vitellaria paradoxa C.F.Gaertn.,3.5072,10.8474
Vitellaria paradoxa C.F.Gaertn.,3.65219,10.85571
Vitellaria paradoxa C.F.Gaertn.,3.24547,10.98453
Vitellaria paradoxa C.F.Gaertn.,3.24576,10.99367
Vitellaria paradoxa C.F.Gaertn.,3.38229,10.99327
Vitellaria paradoxa C.F.Gaertn.,3.5082,10.98331
Vitellaria paradoxa C.F.Gaertn.,3.50803,10.98326
Vitellaria paradoxa C.F.Gaertn.,3.50591,10.98256
Vitellaria paradoxa C.F.Gaertn.,3.50736,11.11861
Vitellaria paradoxa C.F.Gaertn.,3.52305,11.12375
Vitellaria paradoxa C.F.Gaertn.,3.50903,11.11916
Vitellaria paradoxa C.F.Gaertn.,3.24122,11.25438
Vitellaria paradoxa C.F.Gaertn.,3.51006,11.26411
Vitellaria paradoxa C.F.Gaertn.,3.10002,11.40091
Vitellaria paradoxa C.F.Gaertn.,3.23261,11.39923
Vitellaria paradoxa C.F.Gaertn.,3.23739,11.39175
Vitellaria paradoxa C.F.Gaertn.,3.24373,11.39082
Vitellaria paradoxa C.F.Gaertn.,3.25146,11.4024
Vitellaria paradoxa C.F.Gaertn.,3.245,11.40028
Vitellaria paradoxa C.F.Gaertn.,3.09332,11.53435
Vitellaria paradoxa C.F.Gaertn.,3.09599,11.53523
Vitellaria paradoxa C.F.Gaertn.,3.10937,11.52757
Vitellaria paradoxa C.F.Gaertn.,3.11545,11.52956
Vitellaria paradoxa C.F.Gaertn.,3.10494,11.52611
Vitellaria paradoxa C.F.Gaertn.,3.10612,11.5265
Vitellaria paradoxa C.F.Gaertn.,3.23311,11.53501
Vitellaria paradoxa C.F.Gaertn.,3.23952,11.53711
Vitellaria paradoxa C.F.Gaertn.,3.10396,11.94476
Vitellaria paradoxa C.F.Gaertn.,3.09842,11.94294
Vitellaria paradoxa C.F.Gaertn.,3.25368,9.66409
Vitellaria paradoxa C.F.Gaertn.,3.27029,9.69067
Vitellaria paradoxa C.F.Gaertn.,3.30755,9.78132
Vitellaria paradoxa C.F.Gaertn.,3.06402,9.85168
Vitellaria paradoxa C.F.Gaertn.,3.36111,9.86226
Vitellaria paradoxa C.F.Gaertn.,3.11585,9.88085
Vitellaria paradoxa C.F.Gaertn.,3.16323,9.92663
Vitellaria paradoxa C.F.Gaertn.,3.34466,9.92616
Vitellaria paradoxa C.F.Gaertn.,3.0596,9.93462
Vitellaria paradoxa C.F.Gaertn.,3.18304,9.93618
Vitellaria paradoxa C.F.Gaertn.,3.17931,9.93495
Vitellaria paradoxa C.F.Gaertn.,3.43821,9.9449
Vitellaria paradoxa C.F.Gaertn.,3.43487,9.9438
Vitellaria paradoxa C.F.Gaertn.,3.4298,9.94213
Vitellaria paradoxa C.F.Gaertn.,3.24925,9.96103
Vitellaria paradoxa C.F.Gaertn.,3.24854,9.96079
Vitellaria paradoxa C.F.Gaertn.,3.11005,9.96937
Vitellaria paradoxa C.F.Gaertn.,3.12863,9.97852
Vitellaria paradoxa C.F.Gaertn.,3.27289,9.99896
Vitellaria paradoxa C.F.Gaertn.,3.18556,10.06964
Vitellaria paradoxa C.F.Gaertn.,3.23837,10.06896
Vitellaria paradoxa C.F.Gaertn.,3.24311,10.07053
Vitellaria paradoxa C.F.Gaertn.,3.05916,10.08823
Vitellaria paradoxa C.F.Gaertn.,3.01293,10.24179
Vitellaria paradoxa C.F.Gaertn.,3.00934,10.24061
Vitellaria paradoxa C.F.Gaertn.,3.157,10.24108
Vitellaria paradoxa C.F.Gaertn.,3.57068,10.32289
Vitellaria paradoxa C.F.Gaertn.,3.57134,10.3231
Vitellaria paradoxa C.F.Gaertn.,3.10729,10.34226
Vitellaria paradoxa C.F.Gaertn.,3.10959,10.34302
Vitellaria paradoxa C.F.Gaertn.,3.26045,10.3686
Vitellaria paradoxa C.F.Gaertn.,3.17087,10.39637
Vitellaria paradoxa C.F.Gaertn.,3.57578,10.45712
Vitellaria paradoxa C.F.Gaertn.,3.5797,10.45841
Vitellaria paradoxa C.F.Gaertn.,3.04354,10.49608
Vitellaria paradoxa C.F.Gaertn.,3.03797,10.49424
Vitellaria paradoxa C.F.Gaertn.,3.04296,10.49589
Vitellaria paradoxa C.F.Gaertn.,3.0768,10.49499
Vitellaria paradoxa C.F.Gaertn.,3.08023,10.49612
Vitellaria paradoxa C.F.Gaertn.,3.34058,10.53961
Vitellaria paradoxa C.F.Gaertn.,3.24713,10.55108
Vitellaria paradoxa C.F.Gaertn.,3.23977,10.54866
Vitellaria paradoxa C.F.Gaertn.,3.68513,10.54718
Vitellaria paradoxa C.F.Gaertn.,3.69309,10.54979
Vitellaria paradoxa C.F.Gaertn.,3.68653,10.54764
Vitellaria paradoxa C.F.Gaertn.,3.21645,10.55907
Vitellaria paradoxa C.F.Gaertn.,3.16334,10.56871
Vitellaria paradoxa C.F.Gaertn.,3.3058,10.56736
Vitellaria paradoxa C.F.Gaertn.,3.30912,10.56845
Vitellaria paradoxa C.F.Gaertn.,3.28163,10.58654
Vitellaria paradoxa C.F.Gaertn.,3.35087,10.61231
Vitellaria paradoxa C.F.Gaertn.,3.3487,10.61159
Vitellaria paradoxa C.F.Gaertn.,3.08891,10.72205
Vitellaria paradoxa C.F.Gaertn.,3.14859,10.76581
Vitellaria paradoxa C.F.Gaertn.,3.20501,10.82054
Vitellaria paradoxa C.F.Gaertn.,3.626,10.86522
Vitellaria paradoxa C.F.Gaertn.,3.74458,10.91905
Vitellaria paradoxa C.F.Gaertn.,3.74659,10.91971
Vitellaria paradoxa C.F.Gaertn.,3.74398,10.91885
Vitellaria paradoxa C.F.Gaertn.,3.50071,10.99291
Vitellaria paradoxa C.F.Gaertn.,3.49876,10.99227
Vitellaria paradoxa C.F.Gaertn.,3.45133,11.01892
Vitellaria paradoxa C.F.Gaertn.,3.2796,11.02889
Vitellaria paradoxa C.F.Gaertn.,3.52581,11.11863
Vitellaria paradoxa C.F.Gaertn.,3.59827,11.25379
Vitellaria paradoxa C.F.Gaertn.,3.60047,11.25451
Vitellaria paradoxa C.F.Gaertn.,3.24156,11.27257
Vitellaria paradoxa C.F.Gaertn.,3.24099,11.27238
Vitellaria paradoxa C.F.Gaertn.,3.24096,11.27237
Vitellaria paradoxa C.F.Gaertn.,3.24464,11.27358
Vitellaria paradoxa C.F.Gaertn.,3.25012,11.27237
Vitellaria paradoxa C.F.Gaertn.,3.25273,11.27322
Vitellaria paradoxa C.F.Gaertn.,3.17796,11.32704
Vitellaria paradoxa C.F.Gaertn.,3.18054,11.32789
Vitellaria paradoxa C.F.Gaertn.,3.46361,11.3634
